jlmakes,scrollreveal-4.0.9,scrollreveal,chai,^4.1.2,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,cross-env,^5.1.3,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,eslint,^4.16.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,karma,^2.0.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,karma-chrome-launcher,^2.0.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,karma-coverage,^1.1.1,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,karma-coveralls,^1.1.2,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,karma-mocha,^1.3.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,karma-mocha-reporter,^2.2.5,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,karma-rollup-preprocessor,^5.1.1,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,karma-sauce-launcher,^1.1.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,karma-sinon-chai,^1.3.3,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,live-server,jlmakes/live-server,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,mocha,^4.0.1,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,rollup,^0.55.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,rollup-plugin-buble,^0.x,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,rollup-plugin-istanbul,^1.1.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,rollup-plugin-json,^2.1.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,rollup-plugin-node-resolve,^3.0.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,rollup-plugin-strip,^1.1.1,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,rollup-plugin-uglify,^2.0.1,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,rollup-watch,^4.3.1,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,sinon,^4.2.0,devDependencies
jlmakes,scrollreveal-4.0.9,scrollreveal,sinon-chai,^2.8.0,devDependencies
